"Phytophthora","Host","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. cinnamomi","Cotoneaster","0","Australia","Australasia",2,NA
"P. cinnamomi","Cotoneaster","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Couroupita","Netherlands","Middle Europe","Europe",2,NA
"P. cinnamomi","Crassula","0","Australia","Australasia",2,NA
"P. cinnamomi","Cryptomeria","0","0","Northern America",1,NA
"P. cinnamomi","Cryptomeria","0","Australia","Australasia",2,NA
"P. cinnamomi","Cryptomeria","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cucumis","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Cucurbita","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Cucurbita","New Zealand North","New Zealand","Australasia",1,NA
"P. cinnamomi","Cupressus","0","0","Northern America",1,NA
"P. cinnamomi","Cupressus","0","Australia","Australasia",3,NA
"P. cinnamomi","Cupressus","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Cupressus","0","Southern South America","Southern America",2,NA
"P. cinnamomi","Cupressus","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Cupressus","Florida","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Cupressus","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Curcuma","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Curtisia","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Cyathodes","0","Australia","Australasia",2,NA
"P. cinnamomi","Cyclamen","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Cyrilla","0","0","Northern America",1,NA
"P. cinnamomi","Daboecia","0","Australia","Australasia",4,NA
"P. cinnamomi","Dacrycarpus","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Dampiera","0","Australia","Australasia",2,NA
"P. cinnamomi","Daphne","0","Australia","Australasia",3,NA
"P. cinnamomi","Daphne","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Daphne","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Darwinia","0","Australia","Australasia",3,NA
"P. cinnamomi","Daviesia","0","Australia","Australasia",2,NA
"P. cinnamomi","Desfontainia","0","Australia","Australasia",2,NA
"P. cinnamomi","Dianella","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Dicksonia","0","Australia","Australasia",2,NA
"P. cinnamomi","Dicranopteris","0","0","Northern America",1,NA
"P. cinnamomi","Dicranopteris","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Didymochlaena","0","Australia","Australasia",2,NA
"P. cinnamomi","Dielsiodoxa","0","Australia","Australasia",2,NA
"P. cinnamomi","Dillwynia","0","Australia","Australasia",9,NA
"P. cinnamomi","Dionaea","0","0","Northern America",1,NA
"P. cinnamomi","Dionaea","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Diospyros","Taiwan","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Diplolaena","0","Australia","Australasia",3,NA
"P. cinnamomi","Disa","0","Australia","Australasia",1,NA
"P. cinnamomi","Dracaena","0","0","Northern America",1,NA
"P. cinnamomi","Dracaena","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Drimys","0","Southern South America","Southern America",3,NA
"P. cinnamomi","Drosera","0","Australia","Australasia",2,NA
"P. cinnamomi","Durio","Vietnam","Indo-China","Asia-Tropical",3,NA
"P. cinnamomi","Elaeocarpus","0","Australia","Australasia",1,NA
"P. cinnamomi","Elaeocarpus","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Encephalartos","0","Australia","Australasia",2,NA
"P. cinnamomi","Engelhardia","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Entelea","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Epacris","0","Australia","Australasia",17,NA
"P. cinnamomi","Erica","0","0","Northern America",3,"Yes"
"P. cinnamomi","Erica","0","Australia","Australasia",8,"Yes"
"P. cinnamomi","Erica","0","New Zealand","Australasia",13,"Yes"
"P. cinnamomi","Erica","0","Southern Africa","Africa",4,"Yes"
"P. cinnamomi","Erica","California","Southwestern U.S.A.","Northern America",4,"Yes"
"P. cinnamomi","Erica","Germany","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Erica","New York","Northeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Erica","Oregon","Northwestern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Erica","Poland","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Erica","Spain","Southwestern Europe","Europe",3,"Yes"
"P. cinnamomi","Erica","Switzerland","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Eucalyptus","0","0","Northern America",5,NA
"P. cinnamomi","Eucalyptus","0","Australia","Australasia",163,NA
"P. cinnamomi","Eucalyptus","0","Brazil","Southern America",1,NA
"P. cinnamomi","Eucalyptus","0","New Zealand","Australasia",26,NA
"P. cinnamomi","Eucalyptus","0","Southern Africa","Africa",17,NA
"P. cinnamomi","Eucalyptus","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Eucalyptus","France","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Eucalyptus","Hawaii","North-Central Pacific","Pacific",8,NA
"P. cinnamomi","Eucalyptus","Kwazulu-Natal","Southern Africa","Africa",1,NA
"P. cinnamomi","Eucalyptus","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Eucalyptus","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Eucryphia","0","Australia","Australasia",3,NA
"P. cinnamomi","Eustoma","Japan","Eastern Asia","Asia-Temperate",5,NA
"P. cinnamomi","Fagus","0","0","Northern America",2,"Yes"
"P. cinnamomi","Fagus","Czechoslovakia","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Fagus","Taiwan","Eastern Asia","Asia-Temperate",3,"Yes"
"P. cinnamomi","Fatsia","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Feijoa","0","Australia","Australasia",1,NA
"P. cinnamomi","Ficus","0","0","Northern America",1,NA
"P. cinnamomi","Ficus","Costa Rica","Central America","Southern America",1,NA
"P. cinnamomi","Ficus","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Ficus","Turkey","Western Asia","Asia-Temperate",3,NA
"P. cinnamomi","Flaveria","0","Australia","Australasia",1,NA
"P. cinnamomi","Flindersia","0","0","Northern America",1,NA
"P. cinnamomi","Flindersia","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Forsythia","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Forsythia","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Freycinetia","0","0","Northern America",1,NA
"P. cinnamomi","Freycinetia","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Fuchsia","0","Australia","Australasia",2,NA
"P. cinnamomi","Fuchsia","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Gahnia","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Garrya","0","Australia","Australasia",2,NA
"P. cinnamomi","Gaultheria","0","0","Northern America",1,NA
"P. cinnamomi","Gaultheria","0","Australia","Australasia",4,NA
"P. cinnamomi","Gaultheria","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Gaultheria","Czechoslovakia","Middle Europe","Europe",1,NA
"P. cinnamomi","Gaultheria","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Geniostoma","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Gerbera","0","Australia","Australasia",1,"Yes"
"P. cinnamomi","Gevuina","0","Australia","Australasia",2,NA
"P. cinnamomi","Gevuina","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Ginkgo","0","Australia","Australasia",1,NA
"P. cinnamomi","Gleichenia","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Glochidion","Taiwan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Gompholobium","0","Australia","Australasia",5,NA
"P. cinnamomi","Gonocarpus","0","Australia","Australasia",6,NA
"P. cinnamomi","Goodenia","0","Australia","Australasia",2,NA
"P. cinnamomi","Grevillea","0","Australia","Australasia",30,NA
"P. cinnamomi","Griselinia","0","New Zealand","Australasia",5,NA
"P. cinnamomi","Griselinia","New Zealand North","New Zealand","Australasia",1,NA
"P. cinnamomi","Gymnostoma","0","Australia","Australasia",2,NA
"P. cinnamomi","Hakea","0","Australia","Australasia",15,NA
"P. cinnamomi","Hakea","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Hakea","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Harpullia","0","Australia","Australasia",1,NA
"P. cinnamomi","Hedera","Denmark","Northern Europe","Europe",2,NA
"P. cinnamomi","Hedycarya","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Helleborus","0","Australia","Australasia",1,NA
"P. cinnamomi","Helmholtzia","0","Australia","Australasia",1,NA
"P. cinnamomi","Hesperocyparis","0","Australia","Australasia",5,NA
"P. cinnamomi","Hesperocyparis","0","New Zealand","Australasia",6,NA
"P. cinnamomi","Hesperoyucca","0","Australia","Australasia",3,NA
"P. cinnamomi","Heuchera","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Hibbertia","0","Australia","Australasia",24,NA
"P. cinnamomi","Hibiscus","0","Australia","Australasia",1,NA
"P. cinnamomi","Hovea","0","Australia","Australasia",6,NA
"P. cinnamomi","Hudsonia","0","0","Northern America",1,NA
"P. cinnamomi","Hudsonia","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Hydrangea","0","0","Northern America",1,NA
"P. cinnamomi","Hydrangea","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Hydrocotyle","0","Australia","Australasia",2,NA
"P. cinnamomi","Hypericum","Japan","Eastern Asia","Asia-Temperate",5,NA
"P. cinnamomi","Hypericum","Taiwan","Eastern Asia","Asia-Temperate",3,NA
"P. cinnamomi","Hypocalymma","0","Australia","Australasia",8,NA
"P. cinnamomi","Hypocalymma","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Hypochaeris","0","Australia","Australasia",2,NA
"P. cinnamomi","Iberis","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Iberis","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Idesia","Korea","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Ilex","0","0","Northern America",6,"Yes"
"P. cinnamomi","Ilex","Florida","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Ilex","Maryland","Southeastern U.S.A.","Northern America",4,"Yes"
"P. cinnamomi","Ilex","North Carolina","Southeastern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Ilex","Poland","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Ilex","Virginia","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Isopogon","0","Australia","Australasia",17,NA
"P. cinnamomi","Isopogon","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Itea","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Jacaranda","0","Australia","Australasia",2,NA
"P. cinnamomi","Juglans","0","0","Northern America",8,NA
"P. cinnamomi","Juglans","0","Australia","Australasia",7,NA
"P. cinnamomi","Juglans","0","New Zealand","Australasia",6,NA
"P. cinnamomi","Juglans","0","Southern South America","Southern America",18,NA
"P. cinnamomi","Juglans","California","Southwestern U.S.A.","Northern America",6,NA
"P. cinnamomi","Juglans","France","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Juglans","Italy","Southeastern Europe","Europe",3,NA
"P. cinnamomi","Juglans","Louisiana","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Juglans","Portugal","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Juglans","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Juglans","Turkey","Western Asia","Asia-Temperate",3,NA
"P. cinnamomi","Juglans","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Juniperus","0","0","Northern America",3,"Yes"
"P. cinnamomi","Juniperus","0","Australia","Australasia",4,"Yes"
"P. cinnamomi","Juniperus","0","New Zealand","Australasia",9,"Yes"
"P. cinnamomi","Juniperus","California","Southwestern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Juniperus","Georgia","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Juniperus","Italy","Southeastern Europe","Europe",2,"Yes"
"P. cinnamomi","Juniperus","Oregon","Northwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Juniperus","Sardegna","Southwestern Europe","Europe",1,"Yes"
"P. cinnamomi","Kadua","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Kalmia","0","0","Northern America",3,"Yes"
"P. cinnamomi","Kalmia","Italy","Southeastern Europe","Europe",3,"Yes"
"P. cinnamomi","Kalmia","Maryland","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Kalmia","North Carolina","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Kalmia","Spain","Southwestern Europe","Europe",1,"Yes"
"P. cinnamomi","Kingia","0","Australia","Australasia",1,NA
"P. cinnamomi","Knightia","0","New Zealand","Australasia",5,NA
"P. cinnamomi","Kunzea","0","Australia","Australasia",11,NA
"P. cinnamomi","Lactuca","0","Australia","Australasia",1,NA
"P. cinnamomi","Lagunaria","0","Australia","Australasia",1,NA
"P. cinnamomi","Larix","0","0","Northern America",5,NA
"P. cinnamomi","Larix","0","New Zealand","Australasia",12,NA
"P. cinnamomi","Larix","Korea","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Larix","Maryland","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Lasiopetalum","0","Australia","Australasia",2,NA
"P. cinnamomi","Laurus","Spain","Southwestern Europe","Europe",2,"Yes"
"P. cinnamomi","Lavandula","0","0","Europe",1,NA
"P. cinnamomi","Lavandula","Poland","Middle Europe","Europe",1,NA
"P. cinnamomi","Lepidosperma","0","Australia","Australasia",3,NA
"P. cinnamomi","Leptecophylla","0","0","Northern America",1,NA
"P. cinnamomi","Leptecophylla","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Leptecophylla","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Leptospermum","0","Australia","Australasia",9,NA
"P. cinnamomi","Leptospermum","0","New Zealand","Australasia",5,NA
"P. cinnamomi","Leschenaultia","0","Australia","Australasia",1,NA
"P. cinnamomi","Leucadendron","0","0","Northern America",7,NA
"P. cinnamomi","Leucadendron","0","Australia","Australasia",18,NA
"P. cinnamomi","Leucadendron","0","New Zealand","Australasia",13,NA
"P. cinnamomi","Leucadendron","0","Southern Africa","Africa",141,NA
"P. cinnamomi","Leucadendron","California","Southwestern U.S.A.","Northern America",6,NA
"P. cinnamomi","Leucadendron","Cape Provinces","Southern Africa","Africa",6,NA
"P. cinnamomi","Leucadendron","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Leucadendron","Turkey","Western Asia","Asia-Temperate",2,NA
"P. cinnamomi","Leucophyllum","0","0","Northern America",1,NA
"P. cinnamomi","Leucophyllum","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Leucopogon","0","Australia","Australasia",21,NA
"P. cinnamomi","Leucopogon","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Leucospermum","0","0","Northern America",2,NA
"P. cinnamomi","Leucospermum","0","Australia","Australasia",12,NA
"P. cinnamomi","Leucospermum","0","New Zealand","Australasia",3,NA
"P. cinnamomi","Leucospermum","0","Southern Africa","Africa",146,NA
"P. cinnamomi","Leucospermum","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Leucospermum","Cape Provinces","Southern Africa","Africa",12,NA
"P. cinnamomi","Leucospermum","Hawaii","North-Central Pacific","Pacific",3,NA
"P. cinnamomi","Leycesteria","0","Australia","Australasia",1,NA
"P. cinnamomi","Lilium","0","Australia","Australasia",1,NA
"P. cinnamomi","Lilium","Korea","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Lilium","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Limonium","Japan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Liparia","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Liriodendron","0","0","Northern America",2,NA
"P. cinnamomi","Lissanthe","0","Australia","Australasia",2,NA
"P. cinnamomi","Litchi","0","Australia","Australasia",3,NA
"P. cinnamomi","Lithocarpus","Taiwan","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Litsea","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Lomatia","0","Australia","Australasia",2,NA
"P. cinnamomi","Lophomyrtus","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Lophostemon","0","Australia","Australasia",3,NA
"P. cinnamomi","Lophostemon","0","New Zealand","Australasia",1,NA
"P. cinnamomi","Luma","0","Southern South America","Southern America",3,NA
"P. cinnamomi","Lupinus","0","Australia","Australasia",19,NA
"P. cinnamomi","Lupinus","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Lycopodium","0","Australia","Australasia",4,NA
"P. cinnamomi","Lycopodium","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Lycopodium","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Macadamia","0","0","Northern America",5,NA
"P. cinnamomi","Macadamia","0","Australia","Australasia",12,NA
"P. cinnamomi","Macadamia","0","New Zealand","Australasia",9,NA
"P. cinnamomi","Macadamia","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Macadamia","California","Southwestern U.S.A.","Northern America",5,NA
"P. cinnamomi","Macadamia","Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Macadamia","New South Wales","Australia","Australasia",9,NA
"P. cinnamomi","Macadamia","Queensland","Australia","Australasia",1,NA
"P. cinnamomi","Macadamia","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Machilus","Korea","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Machilus","Taiwan","Eastern Asia","Asia-Temperate",3,NA
"P. cinnamomi","Macrozamia","0","Australia","Australasia",5,NA
"P. cinnamomi","Magnolia","0","Australia","Australasia",1,NA
"P. cinnamomi","Magnolia","0","New Zealand","Australasia",2,NA
"P. cinnamomi","Magnolia","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Magnolia","Vietnam","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Mandevilla","0","Mexico","Northern America",2,NA
"P. cinnamomi","Melaleuca","0","Australia","Australasia",28,NA
"P. cinnamomi","Melaleuca","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Melanopsidium","0","China","Asia-Temperate",1,NA
"P. cinnamomi","Melanopsidium","Guatemala","Central America","Southern America",1,NA
"P. cinnamomi","Melanopsidium","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Melastoma","0","0","Northern America",1,NA
"P. cinnamomi","Melastoma","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Melicytus","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Meryta","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Metrosideros","0","Australia","Australasia",4,NA
"P. cinnamomi","Metrosideros","0","New Zealand","Australasia",5,NA
"P. cinnamomi","Metrosideros","Hawaii","North-Central Pacific","Pacific",4,NA
"P. cinnamomi","Microbiota","Poland","Middle Europe","Europe",2,NA
"P. cinnamomi","Micromyrtus","0","Australia","Australasia",2,NA
"P. cinnamomi","Mimetes","0","Southern Africa","Africa",9,NA
"P. cinnamomi","Mirbelia","0","Australia","Australasia",2,NA
"P. cinnamomi","Mitrasacme","0","Australia","Australasia",1,NA
"P. cinnamomi","Monotoca","0","Australia","Australasia",5,NA
"P. cinnamomi","Mucuna","0","0","Northern America",1,NA
"P. cinnamomi","Mucuna","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Myrsine","0","0","Northern America",2,NA
"P. cinnamomi","Myrsine","0","New Zealand","Australasia",5,NA
"P. cinnamomi","Myrsine","Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Myrtus","Yugoslavia","Southeastern Europe","Europe",4,NA
"P. cinnamomi","Nematolepis","0","Australia","Australasia",3,NA
"P. cinnamomi","Neolitsea","Vietnam","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Neopanax","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Nestegis","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Nicotiana","0","0","0",1,NA
"P. cinnamomi","Nothofagus","0","Australia","Australasia",15,NA
"P. cinnamomi","Nothofagus","0","New Zealand","Australasia",24,NA
"P. cinnamomi","Nothofagus","0","Southern South America","Southern America",3,NA
"P. cinnamomi","Nothofagus","New Guinea","Papuasia","Asia-Tropical",2,NA
"P. cinnamomi","Notholithocarpus","0","0","Northern America",4,NA
"P. cinnamomi","Notholithocarpus","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Notholithocarpus","Oregon","Northwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Nymania","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Ocotea","0","Southern Africa","Africa",2,NA
"P. cinnamomi","Ocotea","Honduras","Central America","Southern America",2,NA
"P. cinnamomi","Ocotea","Peru","Western South America","Southern America",2,NA
"P. cinnamomi","Olea","0","Australia","Australasia",3,NA
"P. cinnamomi","Olea","Italy","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Olearia","0","Australia","Australasia",3,NA
"P. cinnamomi","Olearia","0","New Zealand","Australasia",4,NA
"P. cinnamomi","Orothamnus","0","Southern Africa","Africa",6,NA
"P. cinnamomi","Oxylobium","0","Australia","Australasia",11,NA
"P. cinnamomi","Panax","Korea","Eastern Asia","Asia-Temperate",1,NA
